date,price
2022-01-03,100.0
2022-01-04,102.71493866591746
2022-01-05,103.3737162310334
2022-01-06,103.5307513361622
2022-01-07,105.89707393000931
2022-01-10,108.48905498702058
2022-01-11,109.19227821217645
2022-01-12,111.34456638342823
2022-01-13,109.20834168208319
2022-01-14,107.97277461914214
2022-01-17,105.21269733403466
2022-01-18,102.59302910584368
2022-01-19,97.35469901055757
2022-01-20,97.73523303384663
2022-01-21,98.89556488791034
2022-01-24,98.03784963119732
2022-01-25,97.79543280785225
2022-01-26,98.01488356336397
2022-01-27,97.10611347746914
2022-01-28,98.35647141505444
2022-01-31,98.05847307214526
2022-02-01,98.32125437459334
2022-02-02,95.79568259647864
2022-02-03,96.7006367528804
2022-02-04,95.19409988112115
2022-02-07,99.33626908096954
2022-02-08,99.57136760148559
2022-02-09,98.12509266885424
2022-02-10,97.67695303863488
2022-02-11,97.0702038557012
2022-02-14,96.21823366733952
2022-02-15,94.96417108235224
2022-02-16,90.2310034825763
2022-02-17,91.99785968010528
2022-02-18,92.32278997490396
2022-02-21,89.70348788746092
2022-02-22,89.7689241840195
2022-02-23,91.19778826787022
2022-02-24,90.64603138786036
2022-02-25,91.5393366625265
2022-02-28,94.3428582394434
2022-03-01,94.52330336369555
2022-03-02,96.12534221703406
2022-03-03,94.06183894939964
2022-03-04,92.47071318204151
2022-03-07,92.78805800601977
2022-03-08,92.40893198911942
2022-03-09,89.99009710649715
2022-03-10,89.74885167186777
2022-03-11,89.35885524141061
2022-03-14,89.73883366996975
2022-03-15,88.69374081175448
2022-03-16,87.0500845076736
2022-03-17,87.22601655436915
2022-03-18,87.54283457801536
2022-03-21,88.60183178855773
2022-03-22,87.41960008119702
2022-03-23,90.16899728646588
2022-03-24,90.90222380995125
2022-03-25,90.35059574855886
2022-03-28,88.82200034688552
2022-03-29,88.09353242779538
2022-03-30,87.56801320496726
2022-03-31,86.97190079430185
2022-04-01,87.21640722953528
2022-04-04,87.21050589770017
2022-04-05,90.58661700668695
2022-04-06,90.94528594029336
2022-04-07,91.63693728994129
2022-04-08,90.85446338219677
2022-04-11,90.85708209654986
2022-04-12,91.37840262656614
2022-04-13,89.62776509428569
2022-04-14,89.97180749546548
2022-04-15,88.87815242072912
2022-04-18,91.14258487394606
2022-04-19,90.9860932947072
2022-04-20,90.94126984006125
2022-04-21,89.4227284063832
2022-04-22,89.21159479195691
2022-04-25,89.31286243886784
2022-04-26,88.7264653370121
2022-04-27,89.28442493170836
2022-04-28,89.54064454443167
2022-04-29,88.29440693066462
2022-05-02,87.75663879856882
2022-05-03,88.62722119483956
2022-05-04,89.57551450043387
2022-05-05,89.27009908938864
2022-05-06,88.84193464269973
2022-05-09,88.02721660567592
2022-05-10,90.61604881499598
2022-05-11,90.6112624597649
2022-05-12,90.51021074719048
2022-05-13,90.49553049477618
2022-05-16,91.02743226865563
2022-05-17,91.50406587665069
2022-05-18,92.36459111878524
2022-05-19,92.92285136498832
2022-05-20,95.81435460520828
2022-05-23,96.1449331295466
2022-05-24,94.79837775050555
2022-05-25,96.30641997237197
2022-05-26,95.15312502261214
2022-05-27,96.64109489346407
2022-05-30,94.19070291274912
2022-05-31,93.54217013507545
2022-06-01,92.394261972231
2022-06-02,92.86295628163889
2022-06-03,92.31211559444984
2022-06-06,93.87514149146911
2022-06-07,91.96220023039734
2022-06-08,93.2610586752749
2022-06-09,94.36932426782734
2022-06-10,92.88251098615216
2022-06-13,91.94372431665943
2022-06-14,93.24819935789084
2022-06-15,93.97763922291688
2022-06-16,95.20611440411817
2022-06-17,95.94361235357268
2022-06-20,96.79620402883144
2022-06-21,93.96458877974487
2022-06-22,93.7546889728897
2022-06-23,95.76352589941638
2022-06-24,94.6451004824043
2022-06-27,94.51661842238131
2022-06-28,96.2975368858941
2022-06-29,97.11138324340132
2022-06-30,96.30071541550835
2022-07-01,95.96334084381454
2022-07-04,94.86954474222676
2022-07-05,94.01601489081098
2022-07-06,96.61478745995464
2022-07-07,97.1806446112547
2022-07-08,97.73580747678616
2022-07-11,100.2310855528583
2022-07-12,100.78757716731761
2022-07-13,100.89573997203877
2022-07-14,102.77542162856193
2022-07-15,104.13624096001126
2022-07-18,102.71382018065698
2022-07-19,105.33908727770634
2022-07-20,106.22934260216648
2022-07-21,105.79766674289584
2022-07-22,105.33957779531174
2022-07-25,98.39378814763718
2022-07-26,96.03398382222464
2022-07-27,99.88338897713506
2022-07-28,100.03520106227575
2022-07-29,98.73511154590733
2022-08-01,98.95436161583368
2022-08-02,100.13722780229976
2022-08-03,98.61864052131723
2022-08-04,98.12043525064124
2022-08-05,98.66385362386342
2022-08-08,96.99416796542111
2022-08-09,96.66701112214426
2022-08-10,98.1184699485473
2022-08-11,100.03987613789596
2022-08-12,103.15136351731726
2022-08-15,105.66217119433352
2022-08-16,106.58041852026405
2022-08-17,108.16347427696655
2022-08-18,108.8106728149643
2022-08-19,111.54366178375837
2022-08-22,113.46939358894032
2022-08-23,116.6686197159506
2022-08-24,117.58458445901965
2022-08-25,117.46056234333881
2022-08-26,120.05616000450102
2022-08-29,119.18044980019205
2022-08-30,121.44773823297051
2022-08-31,121.23984931561208
2022-09-01,121.81083834674395
2022-09-02,122.94366188066168
2022-09-05,119.93293610185874
2022-09-06,117.51314915020679
2022-09-07,117.50741550780424
2022-09-08,117.95915491766645
2022-09-09,117.26725140779249
2022-09-12,117.02154724586573
2022-09-13,119.00413705556207
2022-09-14,119.86754608152114
2022-09-15,122.1405144179139
2022-09-16,122.04046088061206
2022-09-19,120.85826162999773
2022-09-20,122.82188291164553
2022-09-21,121.098206074879
2022-09-22,119.89819710688771
2022-09-23,118.02804925015731
2022-09-26,118.78863487253507
2022-09-27,115.88964093551128
2022-09-28,120.78157887470726
2022-09-29,119.91985546523726
2022-09-30,118.78545169009838
2022-10-03,114.46561368378188
2022-10-04,113.57332835209131
2022-10-05,111.73171205568698
2022-10-06,115.61840922611736
2022-10-07,115.50424143599905
2022-10-10,116.25744378644829
2022-10-11,118.24845242314709
2022-10-12,118.67574697993682
